1000, 0.139129
2000, 0.118049
3000, 0.0984716
4000, 0.0878617
5000, 0.0930241
6000, 0.106094
7000, 0.100077
8000, 0.111056
9000, 0.168093
10000, 0.072164
11000, 0.100318
12000, 0.0930028
13000, 0.101657
14000, 0.140713
15000, 0.124123
16000, 0.103624
17000, 0.0825514
18000, 0.108205
19000, 0.0878609
20000, 0.0776413
21000, 0.125159
22000, 0.0794996
23000, 0.0902592
24000, 0.0871503
25000, 0.096754
26000, 0.0924606
27000, 0.144732
28000, 0.0848247
29000, 0.105117
30000, 0.0915583
31000, 0.0870846
32000, 0.111957
33000, 0.0996446
34000, 0.0724866
35000, 0.09317
36000, 0.0815793
37000, 0.0830204
38000, 0.114141
39000, 0.0738588
40000, 0.102733
41000, 0.0889598
42000, 0.122289
43000, 0.111425
44000, 0.0775494
45000, 0.0961358
46000, 0.114335
47000, 0.127701
48000, 0.112561
49000, 0.0809902
50000, 0.133277
51000, 0.119369
52000, 0.084757
53000, 0.11688
54000, 0.091941
55000, 0.075189
56000, 0.0880401
57000, 0.0741337
58000, 0.0560162
59000, 0.0355545
60000, 0.0866196
